pFactor,iFactor,dFactor,delay,latency,iLength,dLength,median
0.49,0.26,0.43,0,1,2,2,0.267456918411483
0.49,0.27,0.34,0,1,2,2,0.5521668781742903
0.49,0.27,0.38,0,1,2,2,0.7533668210926123
0.49,0.27,0.43,0,1,2,2,0.5491592538368621
0.49,0.28,0.31,0,1,2,2,0.8111872087492742
0.49,0.29,0.32,0,1,2,2,0.3399896787144314
0.49,0.3,0.23,0,1,2,2,0.8777855694847148
0.49,0.3,0.24,0,1,2,2,0.9780333574972389
0.49,0.3,0.32,0,1,2,2,0.23046421246164073
0.49,0.3,0.33,0,1,2,2,0.3942015010464388
0.49,0.31,0.2,0,1,2,2,0.8994696165570275
0.49,0.31,0.21,0,1,2,2,0.8635479716095347
0.49,0.31,0.22,0,1,2,2,0.967828831343553
0.49,0.31,0.24,0,1,2,2,0.07109139341162063
0.49,0.32,0.16,0,1,2,2,0.6466274389393476
0.49,0.32,0.18,0,1,2,2,0.9812612856352132
0.49,0.32,0.19,0,1,2,2,0.8268458799219047
0.49,0.32,0.2,0,1,2,2,0.632529211215541
0.49,0.32,0.21,0,1,2,2,0.3533301296163813
0.49,0.32,0.22,0,1,2,2,0.17845829148130576
0.49,0.32,0.25,0,1,2,2,0.36024832678683083
0.49,0.33,0.12,0,1,2,2,0.9640860880105038
0.49,0.33,0.16,0,1,2,2,0.4526527210443305
0.49,0.33,0.18,0,1,2,2,0.8049920062294404
0.49,0.33,0.19,0,1,2,2,0.4906191188060518
0.49,0.33,0.21,0,1,2,2,0.7058301960310729
0.49,0.33,0.23,0,1,2,2,0.5917563697939272
0.49,0.33,0.24,0,1,2,2,0.11249624020962301
0.49,0.33,0.26,0,1,2,2,0.5347217343296364
0.49,0.34,0.06,0,1,2,2,0.963202967926307
0.49,0.34,0.13,0,1,2,2,0.8488288279177709
0.49,0.34,0.14,0,1,2,2,0.8552256196711596
0.49,0.34,0.18,0,1,2,2,0.41300264164023304
0.49,0.34,0.19,0,1,2,2,0.27725398668297885
0.49,0.35,0.03,0,1,2,2,0.95094428455144
0.49,0.35,0.08,0,1,2,2,0.7624219877925782
0.49,0.35,0.11,0,1,2,2,0.683766671572613
0.49,0.35,0.13,0,1,2,2,0.1412663420904039
0.49,0.35,0.14,0,1,2,2,0.23584731854757024
0.49,0.35,0.16,0,1,2,2,0.7388551276633848
0.49,0.35,0.18,0,1,2,2,0.012944850760959525
0.49,0.36,0.03,0,1,2,2,0.5673250619174439
0.49,0.36,0.05,0,1,2,2,0.12687324466513417
0.49,0.36,0.07,0,1,2,2,0.7357647038985817
0.49,0.36,0.1,0,1,2,2,0.9310641910047934
0.49,0.36,0.11,0,1,2,2,0.42026688784658006
0.49,0.36,0.15,0,1,2,2,0.7521785913607175
0.49,0.37,0.0,0,1,2,2,0.9655623532838433
0.49,0.37,0.01,0,1,2,2,0.9518753595536111
0.49,0.37,0.02,0,1,2,2,0.5241389596936585
0.49,0.37,0.03,0,1,2,2,0.4827555020017087
0.49,0.37,0.05,0,1,2,2,0.3068137007322349
0.49,0.37,0.1,0,1,2,2,0.1364691223263037
0.49,0.37,0.11,0,1,2,2,0.7169356591348617
0.49,0.38,0.0,0,1,2,2,0.8601453076260981
0.49,0.38,0.01,0,1,2,2,0.38863610546658833
0.49,0.38,0.02,0,1,2,2,0.2557472334646036
0.49,0.38,0.11,0,1,2,2,0.7046823810019305
0.49,0.39,0.0,0,1,2,2,0.5906341295699633
0.49,0.39,0.01,0,1,2,2,0.7329360971048828
0.49,0.4,0.02,0,1,2,2,0.48440909474277305
0.5,0.22,0.48,0,1,2,2,0.9989295769818227
0.5,0.23,0.46,0,1,2,2,0.9006796711244363
0.5,0.23,0.47,0,1,2,2,0.7131579548959621
0.5,0.23,0.48,0,1,2,2,0.19379478777563008
0.5,0.23,0.49,0,1,2,2,0.09549180544850344
0.5,0.23,0.5,0,1,2,2,0.5194984592659466
0.5,0.24,0.4,0,1,2,2,0.9588746438101339
0.5,0.24,0.43,0,1,2,2,0.8534610788954353
0.5,0.24,0.44,0,1,2,2,0.6351200163913546
0.5,0.24,0.46,0,1,2,2,0.3513357416211278
0.5,0.24,0.47,0,1,2,2,0.06372576590328549
0.5,0.24,0.48,0,1,2,2,0.41088975405787664
0.5,0.25,0.37,0,1,2,2,0.9647381862996554
0.5,0.25,0.41,0,1,2,2,0.27915853797999546
0.5,0.25,0.44,0,1,2,2,0.22707672141291368
0.5,0.25,0.45,0,1,2,2,0.5460022390401491
0.5,0.25,0.46,0,1,2,2,0.7466192007851191
0.5,0.26,0.38,0,1,2,2,0.006474019310445556
0.5,0.26,0.41,0,1,2,2,0.5452407689176937
0.5,0.26,0.42,0,1,2,2,0.023901171944913813
0.5,0.26,0.44,0,1,2,2,0.6156062010409471
0.5,0.26,0.47,0,1,2,2,0.7595180570909577
0.5,0.27,0.35,0,1,2,2,0.41794629985827214
0.5,0.27,0.38,0,1,2,2,0.44850677020127705
0.5,0.27,0.39,0,1,2,2,0.413728964244342
0.5,0.27,0.47,0,1,2,2,0.5082409274821913
0.5,0.28,0.27,0,1,2,2,0.9947409295445766
0.5,0.28,0.35,0,1,2,2,0.5659208863891649
0.5,0.28,0.36,0,1,2,2,0.7133222994470856
0.5,0.29,0.27,0,1,2,2,0.6746755042258883
0.5,0.3,0.19,0,1,2,2,0.9588622990112725
0.5,0.3,0.23,0,1,2,2,0.9157081966413188
0.5,0.3,0.24,0,1,2,2,0.7507388166575879
0.5,0.3,0.25,0,1,2,2,0.4533246029621125
0.5,0.3,0.27,0,1,2,2,0.348415283186867
0.5,0.3,0.28,0,1,2,2,0.17383267881935183
0.5,0.31,0.22,0,1,2,2,0.8580697846584542
0.5,0.31,0.24,0,1,2,2,0.06850748047099842
0.5,0.31,0.25,0,1,2,2,0.2659811052812131
0.5,0.31,0.26,0,1,2,2,0.27047069019064907
0.5,0.31,0.27,0,1,2,2,0.6547015576496449
0.5,0.31,0.29,0,1,2,2,0.048021048503329666
0.5,0.32,0.16,0,1,2,2,0.981314459283368
0.5,0.32,0.17,0,1,2,2,0.9656689252750823
0.5,0.32,0.2,0,1,2,2,0.9095950439266289
0.5,0.32,0.21,0,1,2,2,0.7971751582992397
0.5,0.32,0.22,0,1,2,2,0.4014683530405989
0.5,0.32,0.23,0,1,2,2,0.13960282471708751
0.5,0.32,0.24,0,1,2,2,0.929173650026911
0.5,0.33,0.08,0,1,2,2,0.9569579704632076
0.5,0.33,0.14,0,1,2,2,0.9286840263958283
0.5,0.33,0.16,0,1,2,2,0.5178571320758323
0.5,0.33,0.17,0,1,2,2,0.5412633209646742
0.5,0.33,0.21,0,1,2,2,0.46672482293047324
0.5,0.33,0.22,0,1,2,2,0.38800672285276505
0.5,0.34,0.08,0,1,2,2,0.8265801040740826
0.5,0.34,0.1,0,1,2,2,0.3961684801500951
0.5,0.34,0.12,0,1,2,2,0.6356861485897838
0.5,0.34,0.14,0,1,2,2,0.8591556269996943
0.5,0.34,0.16,0,1,2,2,0.14030736236836105
0.5,0.34,0.17,0,1,2,2,0.1489436528999022
0.5,0.34,0.18,0,1,2,2,0.010815796616583384
0.5,0.35,0.04,0,1,2,2,0.949335983685998
0.5,0.35,0.05,0,1,2,2,0.8132069965286775
0.5,0.35,0.07,0,1,2,2,0.5772837541384348
0.5,0.35,0.1,0,1,2,2,0.10870032676119479
0.5,0.35,0.12,0,1,2,2,0.17932884690904416
0.5,0.35,0.15,0,1,2,2,0.6991659284096841
0.5,0.35,0.2,0,1,2,2,0.8258223142648689
0.5,0.36,0.03,0,1,2,2,0.9845986082426634
0.5,0.36,0.04,0,1,2,2,0.7247732487642793
0.5,0.36,0.05,0,1,2,2,0.37619761061094437
0.5,0.36,0.07,0,1,2,2,0.7663826016635653
0.5,0.36,0.12,0,1,2,2,0.45658597428212033
0.5,0.36,0.14,0,1,2,2,0.24485746597844127
0.5,0.36,0.15,0,1,2,2,0.7952247567265829
0.5,0.36,0.21,0,1,2,2,0.27522862391737135
0.5,0.37,0.01,0,1,2,2,0.839336137917627
0.5,0.37,0.03,0,1,2,2,0.21217060870708337
0.5,0.37,0.04,0,1,2,2,0.4308927153822708
0.5,0.37,0.05,0,1,2,2,0.6394678606489208
0.5,0.37,0.06,0,1,2,2,0.8647543334626135
0.5,0.37,0.17,0,1,2,2,0.027461935029421625
0.5,0.38,0.02,0,1,2,2,0.5400167223824042
0.5,0.38,0.04,0,1,2,2,0.1816355156048246
0.5,0.38,0.05,0,1,2,2,0.7582674507298464
0.5,0.38,0.07,0,1,2,2,0.2731362995152722
0.5,0.39,0.03,0,1,2,2,0.5581909651010619
0.5,0.4,0.03,0,1,2,2,0.46939485956150406
0.5,0.41,0.17,0,1,2,2,0.4623438959167743
